date,strategy,ls_ret,ls_ret_gross,long_ret,short_ret,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
2010-11-01,C_ValueQualityMom,-0.02149,-0.018585,0.069379,0.090869,0.34141,0.239567,0.290488,454.0,647.0,0.078643,5.770344,2.791345,1.304378,-0.02149,0.042716,0.111182,0.086683,-0.243876,0.055407,0.110748,0.172381,-0.02149,-0.035819,-0.384881,0.794896,0.151446,1.394742,0.234028,2.420036,0.047126,0.666667,0.666667,0.666667
2010-12-01,C_ValueQualityMom,0.011272,0.012552,0.022495,0.011223,0.112069,0.143928,0.127999,464.0,667.0,0.012317,5.776408,2.856072,1.319081,0.011272,0.033801,0.093689,0.162661,-0.193258,0.107004,0.087515,0.170904,-0.02149,-0.035819,-0.384881,1.760552,0.250383,3.867381,0.383781,4.541188,0.089551,0.666667,0.666667,0.75
2011-01-01,C_ValueQualityMom,0.036838,0.039352,0.055813,0.018975,0.288235,0.214626,0.251431,510.0,629.0,0.042992,5.46003,2.81399,1.367673,0.036838,0.025992,0.138752,0.15675,-0.17549,0.139846,0.085728,0.171946,-0.02149,-0.035819,-0.384881,1.735011,0.310879,3.731939,0.479524,4.376149,0.115872,0.666667,0.833333,0.75
2011-02-01,C_ValueQualityMom,0.03902,0.042932,0.024129,-0.014891,0.349398,0.432866,0.391132,498.0,499.0,0.009921,5.886441,2.619238,1.42104,0.03902,0.089438,0.135974,0.17827,-0.094999,0.156619,0.089567,0.172738,-0.02149,-0.02149,-0.384881,1.871597,0.340867,4.205532,0.528387,8.295592,0.129119,1.0,0.833333,0.75
2011-03-01,C_ValueQualityMom,0.011006,0.013205,0.020982,0.009976,0.131481,0.308307,0.219894,540.0,626.0,0.018631,5.816641,2.65016,1.43668,0.011006,0.089152,0.125967,0.235493,0.063045,0.10208,0.071541,0.169588,-0.02149,-0.02149,-0.384881,2.997722,0.251417,9.916623,0.382909,10.95837,0.08556,1.0,0.833333,0.833333
2011-04-01,C_ValueQualityMom,0.004411,0.006739,-0.018094,-0.022505,0.178218,0.287375,0.232797,505.0,602.0,-0.021935,5.369099,3.164452,1.443017,0.004411,0.055089,0.082513,0.230026,0.19304,0.053314,0.072295,0.167278,0.0,-0.02149,-0.384881,2.906859,0.165381,9.714804,0.248633,10.70395,0.045376,1.0,0.833333,0.833333
2011-05-01,C_ValueQualityMom,0.012078,0.013762,-0.022068,-0.034146,0.168378,0.168453,0.168416,487.0,653.0,-0.027191,5.383459,3.116386,1.460446,0.012078,0.02773,0.119649,0.244134,0.215883,0.012864,0.070233,0.164754,0.0,-0.02149,-0.384881,3.157657,0.089492,10.250113,0.132632,11.360455,0.011094,1.0,1.0,0.833333
2011-06-01,C_ValueQualityMom,0.021423,0.026746,-0.015965,-0.037387,0.546117,0.518459,0.532288,412.0,623.0,-0.027253,5.40681,3.23114,1.491732,0.021423,0.038319,0.130887,0.23684,0.277804,0.057408,0.069657,0.164559,0.0,-0.02149,-0.384881,3.098399,0.180431,9.976199,0.266065,11.021033,0.048797,1.0,1.0,0.833333
2011-07-01,C_ValueQualityMom,-0.016981,-0.011273,-0.102023,-0.085041,0.626959,0.514706,0.570833,319.0,544.0,-0.08747,5.061776,2.799632,1.466401,-0.016981,0.016205,0.072187,0.220955,0.325135,0.042725,0.075076,0.16492,-0.016981,-0.02149,-0.384881,2.707163,0.155058,7.742558,0.229594,10.281875,0.036488,0.666667,0.833333,0.833333
2011-08-01,C_ValueQualityMom,-0.000807,0.005554,-0.127361,-0.126554,0.711779,0.560458,0.636118,399.0,612.0,-0.110296,5.684211,3.055556,1.465218,-0.000807,0.003267,0.031088,0.17129,0.380805,0.000531,0.071833,0.163287,-0.017775,-0.02149,-0.384881,2.238553,0.072809,6.151895,0.106841,7.970756,0.00046,0.333333,0.666667,0.75
2011-09-01,C_ValueQualityMom,0.047544,0.050266,0.139374,0.09183,0.370614,0.173643,0.272129,456.0,645.0,0.122104,5.81993,2.951938,1.53488,0.047544,0.028925,0.068352,0.202929,0.354423,-0.018983,0.079448,0.160768,-0.017775,-0.02149,-0.384881,2.37107,0.033743,7.210533,0.048812,9.443038,-0.016545,0.333333,0.666667,0.75
2011-10-01,C_ValueQualityMom,0.058011,0.060355,-0.004805,-0.062816,0.332031,0.136713,0.234372,512.0,651.0,-0.020618,6.017886,2.890937,1.623921,0.058011,0.107419,0.125365,0.218222,0.372195,-0.051509,0.085604,0.154767,-0.017775,-0.017775,-0.384881,2.355599,-0.041366,7.722858,-0.057663,12.27726,-0.045399,0.666667,0.666667,0.75
2011-11-01,C_ValueQualityMom,0.030953,0.034375,0.00422,-0.026733,0.428571,0.255776,0.342174,469.0,606.0,-0.001498,6.10087,2.867987,1.674185,0.030953,0.142619,0.146352,0.283512,0.394771,-0.029506,0.075433,0.155769,-0.017775,-0.017775,-0.36029,3.370171,0.009534,15.025173,0.013377,15.950487,-0.027571,1.0,0.666667,0.833333
2011-12-01,C_ValueQualityMom,-0.08872,-0.086068,0.046124,0.134844,0.366667,0.16378,0.265223,450.0,635.0,0.084576,5.865854,2.977953,1.525652,-0.08872,-0.006012,0.022738,0.156602,0.344736,-0.066921,0.133646,0.16131,-0.08872,-0.08872,-0.36029,1.155354,-0.066266,1.740277,-0.091487,1.765131,-0.063349,0.666667,0.5,0.75
2012-01-01,C_ValueQualityMom,-0.007804,-0.004814,0.033643,0.041446,0.36036,0.237607,0.298984,444.0,585.0,0.034548,6.095413,2.960684,1.513746,-0.007804,-0.067845,0.032287,0.106804,0.280295,-0.087429,0.132372,0.161098,-0.095831,-0.095831,-0.324209,0.829852,-0.112472,1.245333,-0.155507,1.114503,-0.092645,0.333333,0.5,0.666667
2012-02-01,C_ValueQualityMom,0.022326,0.024935,0.029031,0.006705,0.309756,0.212069,0.260913,410.0,580.0,0.02437,5.760589,3.434483,1.547542,0.022326,-0.075645,0.056186,0.089021,0.283161,-0.014435,0.129283,0.15864,-0.095831,-0.095831,-0.214834,0.721183,0.045022,1.057181,0.062076,0.928931,-0.022505,0.333333,0.666667,0.666667
2012-03-01,C_ValueQualityMom,0.039847,0.042375,-0.001812,-0.041659,0.337526,0.168067,0.252797,477.0,595.0,-0.014222,5.92144,3.373109,1.609207,0.039847,0.054766,0.048425,0.120087,0.383859,0.190702,0.133223,0.136644,-0.095831,-0.095831,-0.122689,0.917049,0.489664,1.385317,0.748379,1.253106,0.488282,0.666667,0.666667,0.666667
2012-04-01,C_ValueQualityMom,0.050362,0.053171,-0.060219,-0.110581,0.331849,0.229825,0.280837,449.0,570.0,-0.075575,5.956822,3.019298,1.69025,0.050362,0.1166,0.040845,0.17133,0.440766,0.397445,0.138854,0.122183,-0.095831,-0.095831,-0.116562,1.21075,0.97171,1.906329,1.67387,1.787835,1.012406,1.0,0.666667,0.666667
2012-05-01,C_ValueQualityMom,0.000185,0.004451,0.043698,0.043513,0.596958,0.256214,0.426586,263.0,523.0,0.040452,4.656504,3.581262,1.690562,0.000185,0.092418,0.009782,0.157566,0.440167,0.407465,0.139543,0.121915,-0.007804,-0.095831,-0.095831,1.118759,0.993008,1.770346,1.701697,1.6442,1.259231,1.0,0.666667,0.666667
2012-06-01,C_ValueQualityMom,0.029717,0.037372,-0.002029,-0.031746,0.923372,0.607623,0.765497,261.0,446.0,-0.0104,5.356968,2.955157,1.7408,0.029717,0.081776,0.141021,0.166966,0.443349,0.491153,0.140332,0.120257,0.0,-0.095831,-0.095831,1.171561,1.167119,1.864389,1.990715,1.742288,1.486564,1.0,0.833333,0.666667
2012-07-01,C_ValueQualityMom,-0.020302,-0.014936,0.01536,0.035662,0.526316,0.546931,0.536624,323.0,554.0,0.030405,5.082397,3.330325,1.705458,-0.020302,0.008998,0.126647,0.163023,0.419999,0.541163,0.141161,0.115788,-0.020302,-0.095831,-0.095831,1.141157,1.304076,1.819147,2.284971,1.701144,1.618375,0.666667,0.833333,0.666667
2012-08-01,C_ValueQualityMom,-0.024628,-0.020343,0.02321,0.047838,0.584615,0.272381,0.428498,260.0,525.0,0.035363,5.181015,2.740952,1.663455,-0.024628,-0.016034,0.074902,0.135296,0.32976,0.567622,0.145721,0.113538,-0.044431,-0.095831,-0.095831,0.941917,1.378272,1.539935,2.448607,1.411813,1.686964,0.333333,0.666667,0.666667
2012-09-01,C_ValueQualityMom,0.049974,0.05235,-0.00283,-0.052804,0.271341,0.20381,0.237575,328.0,525.0,-0.016049,5.357834,2.933333,1.746585,0.049974,0.003323,0.08537,0.137929,0.368848,0.541238,0.146396,0.111006,-0.044431,-0.095831,-0.095831,0.95367,1.355693,1.566068,2.354873,1.439292,1.618571,0.333333,0.666667,0.666667
2012-10-01,C_ValueQualityMom,0.037528,0.041694,0.020951,-0.016576,0.526066,0.307179,0.416622,422.0,599.0,0.00275,5.445392,3.293823,1.81213,0.037528,0.062547,0.072108,0.115898,0.359412,0.53123,0.140641,0.110409,-0.044431,-0.095831,-0.095831,0.846494,1.342355,1.335188,2.318987,1.209398,1.592424,0.666667,0.666667,0.666667
2012-11-01,C_ValueQualityMom,-0.007906,-0.00347,0.017901,0.025807,0.453947,0.433198,0.443573,304.0,494.0,0.027711,5.556989,3.147773,1.797804,-0.007906,0.080765,0.063436,0.073838,0.378284,0.497758,0.139676,0.111022,-0.044431,-0.044431,-0.095831,0.573382,1.268069,0.906337,2.208462,1.661867,1.504142,0.666667,0.5,0.583333
2012-12-01,C_ValueQualityMom,-0.015744,-0.014184,0.061091,0.076835,0.191549,0.120459,0.156004,355.0,523.0,0.068739,5.705765,3.16826,1.769499,-0.015744,0.01312,0.016486,0.159832,0.341464,0.559668,0.098183,0.10512,-0.024628,-0.044431,-0.095831,1.557191,1.463173,4.85542,2.672097,3.597317,1.666425,0.333333,0.333333,0.583333
2013-01-01,C_ValueQualityMom,0.031129,0.038586,0.007115,-0.024014,0.930041,0.561265,0.745653,243.0,506.0,0.005076,4.820755,3.320158,1.824582,0.031129,0.006872,0.069849,0.205342,0.334078,0.543194,0.096983,0.104258,-0.023525,-0.044431,-0.095831,1.97725,1.440107,5.981321,2.608362,4.621622,1.623668,0.333333,0.5,0.666667
2013-02-01,C_ValueQualityMom,0.020374,0.022816,0.052393,0.032019,0.307947,0.180505,0.244226,302.0,554.0,0.038818,5.054054,3.494585,1.861757,0.020374,0.035573,0.11921,0.203041,0.310137,0.543695,0.096865,0.104267,-0.023525,-0.044431,-0.095831,1.959551,1.441051,5.920485,2.610281,4.569831,1.624974,0.666667,0.666667,0.666667
2013-03-01,C_ValueQualityMom,0.019371,0.020437,0.011428,-0.007943,0.119048,0.094203,0.106625,336.0,552.0,0.000383,5.195652,3.494565,1.897821,0.019371,0.072518,0.086589,0.179352,0.320976,0.632057,0.093441,0.100276,-0.023525,-0.044431,-0.095831,1.812504,1.682269,5.282234,3.066167,4.03666,1.850824,1.0,0.666667,0.666667
2013-04-01,C_ValueQualityMom,0.035775,0.037313,0.060831,0.025056,0.157746,0.149832,0.153789,355.0,594.0,0.036414,5.246679,3.434343,1.965716,0.035775,0.077351,0.084755,0.162974,0.362227,0.675574,0.088274,0.100995,-0.015744,-0.044431,-0.095831,1.753516,1.759362,4.82755,3.229747,3.668041,1.959063,1.0,0.666667,0.666667
2013-05-01,C_ValueQualityMom,0.028308,0.029413,-0.002178,-0.030486,0.129477,0.091503,0.11049,363.0,612.0,-0.007628,5.156757,3.441176,2.021362,0.028308,0.085728,0.12435,0.195674,0.384072,0.72197,0.088315,0.100921,0.0,-0.044431,-0.095831,2.072132,1.852499,5.707296,3.398211,4.404027,2.07242,1.0,0.833333,0.666667
2013-06-01,C_ValueQualityMom,-0.00094,0.000416,0.068034,0.068974,0.124675,0.146565,0.13562,385.0,655.0,0.065083,5.318182,3.389313,2.019462,-0.00094,0.064095,0.141262,0.160077,0.35377,0.674396,0.088176,0.101111,-0.00094,-0.024628,-0.095831,1.728206,1.755764,4.777025,3.228682,6.499689,1.956158,0.666667,0.833333,0.583333
2013-07-01,C_ValueQualityMom,-0.027634,-0.02217,-0.036983,-0.009348,0.760656,0.33222,0.546438,305.0,599.0,-0.020099,5.114286,3.203673,1.963655,-0.027634,-0.001048,0.076222,0.151395,0.339098,0.634979,0.091419,0.103502,-0.028548,-0.028548,-0.095831,1.586827,1.640201,4.018724,3.010074,5.303111,1.858152,0.333333,0.666667,0.583333
2013-08-01,C_ValueQualityMom,0.018871,0.021182,0.064062,0.045191,0.323432,0.13871,0.231071,303.0,620.0,0.054837,4.780669,3.037097,2.000712,0.018871,-0.010216,0.074637,0.202745,0.365471,0.599362,0.082223,0.102266,-0.028548,-0.028548,-0.095831,2.295087,1.586293,6.194677,2.876559,7.10182,1.76823,0.333333,0.666667,0.666667
2013-09-01,C_ValueQualityMom,0.052646,0.054703,0.046394,-0.006252,0.324397,0.087025,0.205711,373.0,632.0,0.027192,5.356618,3.280063,2.106041,0.052646,0.042872,0.109716,0.205805,0.372121,0.650564,0.08347,0.10468,-0.028548,-0.028548,-0.095831,2.29276,1.653921,6.285668,3.070149,7.209028,1.897089,0.666667,0.666667,0.666667
2013-10-01,C_ValueQualityMom,0.012483,0.013972,0.041603,0.029119,0.199029,0.098613,0.148821,412.0,649.0,0.034584,5.376884,3.292758,2.132332,0.012483,0.085899,0.084761,0.176699,0.313076,0.599619,0.080107,0.103127,-0.028548,-0.028548,-0.095831,2.077086,1.574819,5.466826,2.880153,6.189488,1.768883,1.0,0.666667,0.666667
2013-11-01,C_ValueQualityMom,-0.00305,-0.001513,0.021965,0.025015,0.220302,0.087227,0.153765,463.0,642.0,0.024367,5.844828,3.149533,2.125828,-0.00305,0.062535,0.051681,0.182458,0.269768,0.629763,0.078802,0.101515,-0.027634,-0.028548,-0.095831,2.175062,1.660853,5.674821,3.026812,6.391205,1.845065,0.666667,0.5,0.666667
2013-12-01,C_ValueQualityMom,-0.066903,-0.065872,-0.035984,0.030919,0.125532,0.080696,0.103114,470.0,632.0,-0.010595,5.644122,3.216772,1.983604,-0.066903,-0.058136,-0.017756,0.120997,0.300168,0.503777,0.110365,0.111772,-0.069749,-0.069749,-0.095831,1.09121,1.275715,1.730257,2.169069,1.734752,1.520112,0.333333,0.5,0.666667
2014-01-01,C_ValueQualityMom,0.000738,0.00389,0.051025,0.050288,0.325,0.305499,0.315249,400.0,491.0,0.046107,5.847036,2.873727,1.985067,0.000738,-0.069063,0.010904,0.087957,0.31136,0.451419,0.108191,0.110952,-0.069749,-0.069749,-0.095831,0.832225,1.176936,1.293616,1.986522,1.261049,1.379721,0.333333,0.666667,0.666667
2014-02-01,C_ValueQualityMom,0.033028,0.036871,0.000117,-0.032911,0.433409,0.335097,0.384253,443.0,567.0,0.000407,5.739054,3.119929,2.05063,0.033028,-0.035373,0.02495,0.101449,0.325089,0.443049,0.110548,0.110484,-0.069749,-0.069749,-0.095831,0.928952,1.164054,1.47542,1.956645,1.45449,1.356965,0.666667,0.666667,0.666667
2014-03-01,C_ValueQualityMom,0.046444,0.04919,-0.017225,-0.063669,0.398039,0.151007,0.274523,510.0,596.0,-0.029017,6.099673,3.243289,2.145871,0.046444,0.081804,0.018912,0.130702,0.333496,0.493631,0.116587,0.112392,-0.069749,-0.069749,-0.095831,1.113049,1.24967,1.864389,2.13685,1.873898,1.493165,1.0,0.666667,0.666667
2014-04-01,C_ValueQualityMom,0.023261,0.025822,0.008884,-0.014377,0.3,0.212214,0.256107,450.0,655.0,0.003896,5.657238,3.354198,2.195786,0.023261,0.106152,0.029758,0.117041,0.29909,0.521664,0.114314,0.112498,-0.066903,-0.069749,-0.095831,1.025713,1.304325,1.684596,2.232437,1.678037,1.567325,1.0,0.666667,0.666667
2014-05-01,C_ValueQualityMom,-0.032613,-0.030503,0.02611,0.058723,0.248918,0.173045,0.210981,462.0,601.0,0.041384,5.543974,3.712146,2.124176,-0.032613,0.035865,-0.000777,0.050864,0.256491,0.454471,0.119645,0.115442,-0.032613,-0.069749,-0.095831,0.470825,1.142071,0.772039,1.965424,0.72924,1.387995,0.666667,0.666667,0.583333
2014-06-01,C_ValueQualityMom,0.024605,0.025764,-0.028035,-0.05264,0.07563,0.156156,0.115893,476.0,666.0,-0.040428,5.687395,3.923423,2.176441,0.024605,0.014246,0.097215,0.077733,0.250253,0.459002,0.121052,0.115555,-0.032613,-0.069749,-0.095831,0.676378,1.150132,1.119889,1.981235,1.114468,1.400261,0.666667,0.833333,0.666667
2014-07-01,C_ValueQualityMom,-0.000138,0.005668,0.037518,0.037656,0.610127,0.551181,0.580654,395.0,508.0,0.038337,6.160944,2.98622,2.17614,-0.000138,-0.008947,0.096255,0.108209,0.275985,0.484,0.115509,0.114556,-0.032613,-0.069749,-0.095831,0.946874,1.209145,1.532366,2.065078,1.5514,1.467472,0.333333,0.666667,0.666667
2014-08-01,C_ValueQualityMom,0.047236,0.052201,-0.039848,-0.087083,0.50905,0.484112,0.496581,442.0,535.0,-0.052595,6.100193,2.669159,2.278931,0.047236,0.072854,0.111332,0.13906,0.369998,0.555353,0.121453,0.116125,-0.032613,-0.069749,-0.095831,1.134079,1.331009,1.929761,2.303058,1.993718,1.655257,0.666667,0.666667,0.666667
2014-09-01,C_ValueQualityMom,0.03341,0.039796,0.023497,-0.009912,0.908759,0.368519,0.638639,274.0,540.0,0.021701,4.922902,3.475926,2.355069,0.03341,0.082073,0.097489,0.118244,0.348385,0.534367,0.115728,0.11496,-0.032613,-0.069749,-0.095831,1.023958,1.303522,1.660252,2.232861,1.695285,1.600632,0.666667,0.666667,0.666667
2014-10-01,C_ValueQualityMom,0.003202,0.006783,-0.006417,-0.009619,0.512195,0.204013,0.358104,410.0,598.0,-0.002119,5.57404,3.331104,2.36261,0.003202,0.085689,0.075974,0.107994,0.303775,0.45488,0.115872,0.111834,-0.000138,-0.066903,-0.095831,0.942587,1.176629,1.530217,1.96066,1.614188,1.389105,1.0,0.666667,0.666667
2014-11-01,C_ValueQualityMom,-0.000999,0.002695,-0.008173,-0.007174,0.407104,0.331624,0.369364,366.0,585.0,0.003013,5.841336,3.018803,2.360251,-0.000999,0.035683,0.111137,0.110274,0.312852,0.409791,0.115655,0.111398,-0.000999,-0.032613,-0.069749,0.962094,1.085645,1.554565,1.803042,3.381308,1.738959,0.666667,0.666667,0.666667
2014-12-01,C_ValueQualityMom,0.007567,0.013631,-0.025884,-0.033451,0.756374,0.456355,0.606365,353.0,653.0,-0.029137,5.252049,3.523737,2.378111,0.007567,0.009784,0.09266,0.198884,0.343945,0.55875,0.080901,0.09474,-0.000999,-0.032613,-0.069749,2.295907,1.615155,5.710799,3.241577,6.098339,2.286316,0.666667,0.666667,0.75
2015-01-01,C_ValueQualityMom,-0.036046,-0.033226,0.044432,0.080478,0.365333,0.198697,0.282015,375.0,614.0,0.057473,5.600372,3.369707,2.292389,-0.036046,-0.029722,0.05342,0.154817,0.256391,0.514381,0.095295,0.098184,-0.036046,-0.036046,-0.069749,1.563124,1.462679,3.223012,2.85345,4.294944,2.127069,0.333333,0.666667,0.666667
2015-02-01,C_ValueQualityMom,0.020237,0.023116,0.001373,-0.018865,0.328571,0.247238,0.287904,280.0,724.0,-0.001539,4.785433,3.794199,2.338781,0.020237,-0.009097,0.026262,0.140518,0.256223,0.511287,0.093109,0.098116,-0.036046,-0.036046,-0.069749,1.462435,1.4566,2.946253,2.83962,3.898263,2.11585,0.666667,0.666667,0.666667
2015-03-01,C_ValueQualityMom,-0.02756,-0.022291,-0.007097,0.020463,0.607774,0.446058,0.526916,283.0,482.0,0.006605,5.501134,3.078838,2.274323,-0.02756,-0.043643,-0.034286,0.05986,0.198387,0.413319,0.092082,0.099251,-0.043643,-0.043643,-0.069749,0.675067,1.213627,1.23199,2.334678,1.37159,1.752362,0.333333,0.5,0.583333
2015-04-01,C_ValueQualityMom,0.020312,0.025031,0.010627,-0.009684,0.472067,0.471831,0.471949,358.0,568.0,0.002804,5.205224,3.628521,2.320518,0.020312,0.012271,-0.017816,0.056805,0.180495,0.372885,0.091495,0.096546,-0.043643,-0.043643,-0.069749,0.647157,1.143898,1.173533,2.140543,1.301591,1.597437,0.666667,0.5,0.583333
2015-05-01,C_ValueQualityMom,0.018524,0.020755,-0.010626,-0.02915,0.316159,0.130081,0.22312,427.0,615.0,-0.008758,5.573192,3.720325,2.363503,0.018524,0.010571,0.001378,0.112668,0.169263,0.398058,0.082445,0.096539,-0.043643,-0.043643,-0.069749,1.338447,1.207684,2.55444,2.259664,2.581596,1.694237,0.666667,0.666667,0.666667
2015-06-01,C_ValueQualityMom,0.082481,0.084497,-0.012962,-0.095443,0.284058,0.119048,0.201553,345.0,588.0,-0.03056,5.125984,3.891156,2.558448,0.082481,0.124927,0.075832,0.175519,0.266896,0.469696,0.109967,0.104742,-0.02756,-0.043643,-0.069749,1.529779,1.280988,3.894208,2.600538,4.021704,1.963513,1.0,0.666667,0.666667
2015-07-01,C_ValueQualityMom,0.001765,0.004386,-0.054197,-0.055961,0.297222,0.226984,0.262103,360.0,630.0,-0.050457,5.137667,3.861905,2.562962,0.001765,0.104478,0.118031,0.177756,0.3052,0.5028,0.109716,0.103231,-0.02756,-0.043643,-0.069749,1.550624,1.370976,3.936565,2.765448,4.072968,2.084992,1.0,0.833333,0.75
2015-08-01,C_ValueQualityMom,0.073742,0.07721,-0.035655,-0.109397,0.482927,0.210619,0.346773,410.0,565.0,-0.053636,5.804921,2.907965,2.75196,0.073742,0.164357,0.176665,0.207566,0.37549,0.654364,0.121045,0.106885,0.0,-0.043643,-0.069749,1.624469,1.631312,4.549898,3.473963,4.756015,2.619487,1.0,0.833333,0.75
2015-09-01,C_ValueQualityMom,0.006441,0.008914,0.06423,0.057789,0.231169,0.263551,0.24736,385.0,535.0,0.059252,5.965318,3.072897,2.769685,0.006441,0.082565,0.217807,0.176053,0.315114,0.585772,0.119907,0.104873,0.0,-0.043643,-0.069749,1.41498,1.524403,3.925871,3.185507,4.033935,2.381825,1.0,1.0,0.75
2015-10-01,C_ValueQualityMom,0.003061,0.005313,-0.002271,-0.005332,0.254286,0.196147,0.225216,350.0,571.0,0.010493,5.734653,3.189142,2.778162,0.003061,0.083966,0.197216,0.175887,0.302875,0.533092,0.119921,0.104031,0.0,-0.043643,-0.069749,1.413634,1.426528,3.922599,2.957264,4.030137,2.1946,1.0,1.0,0.75
2015-11-01,C_ValueQualityMom,0.048571,0.051414,-0.036395,-0.084966,0.308642,0.260032,0.284337,324.0,623.0,-0.044322,5.376894,3.329053,2.913099,0.048571,0.058554,0.232535,0.234233,0.370337,0.620365,0.123297,0.105358,0.0,-0.043643,-0.069749,1.776949,1.587631,5.055314,3.325805,5.367029,2.502525,1.0,1.0,0.833333
2015-12-01,C_ValueQualityMom,0.122752,0.124063,-0.044229,-0.166981,0.168067,0.094099,0.131083,357.0,627.0,-0.083979,5.251724,3.360447,3.270688,0.122752,0.180888,0.278388,0.37533,0.648862,0.848369,0.160571,0.121139,0.0,-0.02756,-0.069749,2.08202,1.762459,7.710767,4.264372,13.618484,3.257971,1.0,1.0,0.833333
2016-01-01,C_ValueQualityMom,0.032939,0.040366,0.017739,-0.0152,0.972656,0.512876,0.742766,256.0,466.0,0.007721,5.037129,3.478541,3.37842,0.032939,0.216063,0.31817,0.473756,0.701918,0.851613,0.144651,0.121212,0.0,-0.02756,-0.069749,2.787744,1.766165,14.624738,4.275758,17.189739,3.268259,1.0,1.0,0.916667
2016-02-01,C_ValueQualityMom,-0.078746,-0.076081,0.058098,0.136844,0.243671,0.289157,0.266414,316.0,498.0,0.080023,5.0,3.720884,3.112385,-0.078746,0.06841,0.13097,0.330772,0.51777,0.671746,0.183326,0.133398,-0.078746,-0.078746,-0.078746,1.657038,1.356031,3.74153,2.76265,4.200519,2.372633,0.666667,0.833333,0.833333
2016-03-01,C_ValueQualityMom,-0.103873,-0.102687,0.01168,0.115553,0.070552,0.166667,0.118609,326.0,510.0,0.03789,5.0,3.784314,2.789092,-0.103873,-0.147246,0.007007,0.22634,0.299748,0.469629,0.219642,0.149987,-0.174439,-0.174439,-0.174439,1.034415,0.931455,1.822165,1.62982,1.297528,0.785006,0.333333,0.666667,0.833333
2016-04-01,C_ValueQualityMom,0.024307,0.032472,-0.003703,-0.02801,0.979275,0.653846,0.81656,193.0,442.0,-0.001516,4.28607,3.411765,2.856886,0.024307,-0.154372,0.028337,0.231141,0.301077,0.453356,0.219705,0.1495,-0.174439,-0.174439,-0.174439,1.051844,0.908723,1.853381,1.584853,1.325055,0.760861,0.333333,0.666667,0.833333
2016-05-01,C_ValueQualityMom,0.020725,0.029015,0.003712,-0.017013,0.990741,0.667431,0.829086,216.0,436.0,-0.001004,4.551637,3.46789,2.916094,0.020725,-0.063068,0.001028,0.233802,0.372812,0.442638,0.219707,0.149269,-0.174439,-0.174439,-0.174439,1.061389,0.892993,1.870218,1.554987,1.340306,0.744859,0.666667,0.666667,0.833333
2016-06-01,C_ValueQualityMom,-0.028507,-0.020281,0.032495,0.061002,0.987179,0.657957,0.822568,156.0,421.0,0.053744,3.964824,3.213777,2.832965,-0.028507,0.01573,-0.133832,0.107299,0.301651,0.402832,0.212935,0.150873,-0.174439,-0.174439,-0.174439,0.57332,0.822091,0.983288,1.439781,0.615107,0.684725,0.666667,0.5,0.75
2016-07-01,C_ValueQualityMom,-0.027039,-0.022724,-0.004153,0.022886,0.516129,0.34687,0.431499,279.0,591.0,0.014512,4.912682,3.094755,2.756364,-0.027039,-0.035186,-0.184127,0.07546,0.26663,0.40369,0.216114,0.150822,-0.114389,-0.184127,-0.184127,0.430749,0.823148,0.757418,1.441734,0.409828,0.649939,0.333333,0.333333,0.666667
2016-08-01,C_ValueQualityMom,-0.048719,-0.044591,0.002819,0.051539,0.694737,0.131012,0.412874,380.0,603.0,0.015765,6.132075,2.61194,2.622075,-0.048719,-0.100826,-0.157535,-0.047197,0.150573,0.310571,0.210001,0.154521,-0.100826,-0.223875,-0.223875,-0.14031,0.657224,-0.23764,1.147527,-0.21082,0.421409,0.0,0.333333,0.583333
2016-09-01,C_ValueQualityMom,0.065607,0.068457,-0.028312,-0.093919,0.247002,0.322936,0.284969,417.0,545.0,-0.044282,5.86941,2.609174,2.794102,0.065607,-0.013718,0.001796,0.008816,0.18642,0.326708,0.220759,0.155965,-0.100826,-0.223875,-0.223875,0.133437,0.678507,0.237529,1.195559,0.039377,0.44139,0.333333,0.5,0.583333
2016-10-01,C_ValueQualityMom,-0.015153,-0.011846,0.061996,0.07715,0.348028,0.313406,0.330717,431.0,552.0,0.073837,6.069549,2.692029,2.751762,-0.015153,-0.001669,-0.036797,-0.009503,0.164713,0.290494,0.221467,0.156561,-0.100826,-0.223875,-0.223875,0.049918,0.616664,0.090834,1.094598,-0.042447,0.39632,0.333333,0.333333,0.5
2016-11-01,C_ValueQualityMom,0.025948,0.030239,0.019296,-0.006652,0.334286,0.52381,0.429048,350.0,546.0,0.019121,5.609901,2.888278,2.823165,0.025948,0.076691,-0.031868,-0.030872,0.196129,0.328031,0.21729,0.156748,-0.074442,-0.223875,-0.223875,-0.053633,0.67735,-0.095743,1.201893,-0.1379,0.443021,0.666667,0.333333,0.5
2016-12-01,C_ValueQualityMom,-0.028835,-0.026471,0.013293,0.042128,0.189974,0.282927,0.23645,379.0,615.0,0.021052,5.704062,3.146341,2.741758,-0.028835,-0.018734,-0.032195,-0.161718,0.152915,0.382211,0.171249,0.151901,-0.048719,-0.223875,-0.223875,-0.953828,0.781602,-1.377735,1.431317,-0.722358,0.508901,0.333333,0.333333,0.416667
